{'time': 1689044153.232909, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 13, 'CPU3': 15, 'CPU4': 17, 'CPU5': 14, 'CPU6': 15, 'Temp CPU': 51.5, 'Temp GPU': 49.0, 'RAM_Total': 7012852, 'RAM_Usage': 2630904}
{'time': 1689044169.221623, 'GPU': 0.0, 'CPU1': 20, 'CPU2': 6, 'CPU3': 99, 'CPU4': 13, 'CPU5': 13, 'CPU6': 13, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2818064}
{'time': 1689044170.209288, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 12, 'CPU3': 100, 'CPU4': 14, 'CPU5': 19, 'CPU6': 25, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2832492}
{'time': 1689044171.203707, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 9, 'CPU3': 71, 'CPU4': 8, 'CPU5': 18, 'CPU6': 17, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2842344}
{'time': 1689044172.321927, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 13, 'CPU3': 9, 'CPU4': 11, 'CPU5': 11, 'CPU6': 19, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2843764}
{'time': 1689044173.257236, 'GPU': 0.0, 'CPU1': 44, 'CPU2': 49, 'CPU3': 39, 'CPU4': 49, 'CPU5': 52, 'CPU6': 36, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2842168}
{'time': 1689044174.287207, 'GPU': 0.0, 'CPU1': 37, 'CPU2': 31, 'CPU3': 27, 'CPU4': 26, 'CPU5': 51, 'CPU6': 56, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2843592}
{'time': 1689044175.301503, 'GPU': 0.0, 'CPU1': 39, 'CPU2': 44, 'CPU3': 44, 'CPU4': 51, 'CPU5': 56, 'CPU6': 22, 'Temp CPU': 52.0, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2844032}
{'time': 1689044176.28176, 'GPU': 0.0, 'CPU1': 48, 'CPU2': 33, 'CPU3': 43, 'CPU4': 49, 'CPU5': 59, 'CPU6': 48, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2844196}
{'time': 1689044177.291411, 'GPU': 0.0, 'CPU1': 35, 'CPU2': 36, 'CPU3': 31, 'CPU4': 23, 'CPU5': 42, 'CPU6': 31, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2845828}
{'time': 1689044178.274846, 'GPU': 0.0, 'CPU1': 37, 'CPU2': 45, 'CPU3': 24, 'CPU4': 19, 'CPU5': 49, 'CPU6': 32, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2845448}
{'time': 1689044179.31858, 'GPU': 0.0, 'CPU1': 28, 'CPU2': 29, 'CPU3': 49, 'CPU4': 35, 'CPU5': 51, 'CPU6': 28, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2845420}
{'time': 1689044180.281484, 'GPU': 0.0, 'CPU1': 35, 'CPU2': 33, 'CPU3': 55, 'CPU4': 37, 'CPU5': 54, 'CPU6': 30, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2847496}
{'time': 1689044181.219787, 'GPU': 0.0, 'CPU1': 29, 'CPU2': 20, 'CPU3': 33, 'CPU4': 32, 'CPU5': 43, 'CPU6': 59, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2849268}
{'time': 1689044182.229659, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 10, 'CPU3': 11, 'CPU4': 90, 'CPU5': 20, 'CPU6': 24, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2849168}
{'time': 1689044183.239255, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 6, 'CPU3': 4, 'CPU4': 100, 'CPU5': 12, 'CPU6': 18, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2850192}
{'time': 1689044184.234136, 'GPU': 0.0, 'CPU1': 14, 'CPU2': 7, 'CPU3': 64, 'CPU4': 40, 'CPU5': 13, 'CPU6': 22, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2850380}
{'time': 1689044185.226842, 'GPU': 0.0, 'CPU1': 49, 'CPU2': 9, 'CPU3': 27, 'CPU4': 3, 'CPU5': 53, 'CPU6': 12, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2851924}
{'time': 1689044186.240356, 'GPU': 0.0, 'CPU1': 28, 'CPU2': 11, 'CPU3': 69, 'CPU4': 17, 'CPU5': 27, 'CPU6': 7, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2854364}
{'time': 1689044187.232413, 'GPU': 0.0, 'CPU1': 15, 'CPU2': 8, 'CPU3': 12, 'CPU4': 19, 'CPU5': 97, 'CPU6': 4, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 2855232}
{'time': 1689044188.229049, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 12, 'CPU3': 90, 'CPU4': 18, 'CPU5': 22, 'CPU6': 6, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 2855536}
{'time': 1689044189.230019, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 12, 'CPU3': 100, 'CPU4': 2, 'CPU5': 18, 'CPU6': 12, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3105144}
{'time': 1689044190.214863, 'GPU': 0.0, 'CPU1': 10, 'CPU2': 11, 'CPU3': 100, 'CPU4': 2, 'CPU5': 17, 'CPU6': 12, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3177796}
{'time': 1689044191.21844, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 12, 'CPU3': 18, 'CPU4': 89, 'CPU5': 20, 'CPU6': 10, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3177040}
{'time': 1689044192.238188, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 9, 'CPU3': 6, 'CPU4': 100, 'CPU5': 8, 'CPU6': 22, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3176712}
{'time': 1689044193.256234, 'GPU': 15.4, 'CPU1': 13, 'CPU2': 11, 'CPU3': 2, 'CPU4': 45, 'CPU5': 60, 'CPU6': 22, 'Temp CPU': 52.0, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 3177912}
{'time': 1689044194.241789, 'GPU': 8.1, 'CPU1': 74, 'CPU2': 12, 'CPU3': 8, 'CPU4': 15, 'CPU5': 26, 'CPU6': 22, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3257324}
{'time': 1689044195.278786, 'GPU': 15.7, 'CPU1': 68, 'CPU2': 38, 'CPU3': 18, 'CPU4': 16, 'CPU5': 8, 'CPU6': 8, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3354664}
{'time': 1689044196.239912, 'GPU': 15.8, 'CPU1': 15, 'CPU2': 68, 'CPU3': 16, 'CPU4': 98, 'CPU5': 10, 'CPU6': 14, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3452536}
{'time': 1689044197.306284, 'GPU': 15.5, 'CPU1': 27, 'CPU2': 30, 'CPU3': 5, 'CPU4': 96, 'CPU5': 7, 'CPU6': 11, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3578432}
{'time': 1689044198.266677, 'GPU': 16.8, 'CPU1': 25, 'CPU2': 57, 'CPU3': 77, 'CPU4': 30, 'CPU5': 17, 'CPU6': 17, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3655980}
{'time': 1689044199.255754, 'GPU': 0.0, 'CPU1': 23, 'CPU2': 28, 'CPU3': 54, 'CPU4': 22, 'CPU5': 16, 'CPU6': 38, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 3686784}
{'time': 1689044200.252771, 'GPU': 3.5, 'CPU1': 16, 'CPU2': 11, 'CPU3': 9, 'CPU4': 83, 'CPU5': 33, 'CPU6': 4, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3777920}
{'time': 1689044201.249027, 'GPU': 0.0, 'CPU1': 17, 'CPU2': 9, 'CPU3': 4, 'CPU4': 28, 'CPU5': 40, 'CPU6': 55, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3848568}
{'time': 1689044202.263275, 'GPU': 4.7, 'CPU1': 11, 'CPU2': 7, 'CPU3': 17, 'CPU4': 16, 'CPU5': 4, 'CPU6': 97, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 3930872}
{'time': 1689044203.253796, 'GPU': 0.0, 'CPU1': 15, 'CPU2': 10, 'CPU3': 23, 'CPU4': 10, 'CPU5': 15, 'CPU6': 87, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 3990432}
{'time': 1689044204.278601, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 12, 'CPU3': 11, 'CPU4': 22, 'CPU5': 70, 'CPU6': 38, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4037012}
{'time': 1689044205.245862, 'GPU': 0.0, 'CPU1': 33, 'CPU2': 38, 'CPU3': 19, 'CPU4': 15, 'CPU5': 60, 'CPU6': 60, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4047996}
{'time': 1689044206.28285, 'GPU': 22.1, 'CPU1': 13, 'CPU2': 7, 'CPU3': 8, 'CPU4': 20, 'CPU5': 21, 'CPU6': 82, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4089844}
{'time': 1689044207.25803, 'GPU': 0.0, 'CPU1': 24, 'CPU2': 11, 'CPU3': 11, 'CPU4': 15, 'CPU5': 27, 'CPU6': 74, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4162336}
{'time': 1689044208.270343, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 10, 'CPU3': 46, 'CPU4': 19, 'CPU5': 5, 'CPU6': 60, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4223508}
{'time': 1689044209.267949, 'GPU': 22.2, 'CPU1': 11, 'CPU2': 5, 'CPU3': 8, 'CPU4': 91, 'CPU5': 17, 'CPU6': 11, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4301304}
{'time': 1689044210.283972, 'GPU': 30.9, 'CPU1': 15, 'CPU2': 10, 'CPU3': 85, 'CPU4': 17, 'CPU5': 24, 'CPU6': 9, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4718836}
{'time': 1689044211.298158, 'GPU': 22.2, 'CPU1': 22, 'CPU2': 17, 'CPU3': 12, 'CPU4': 10, 'CPU5': 80, 'CPU6': 19, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4790456}
{'time': 1689044212.277096, 'GPU': 51.9, 'CPU1': 19, 'CPU2': 18, 'CPU3': 65, 'CPU4': 13, 'CPU5': 6, 'CPU6': 46, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4941008}
{'time': 1689044213.289968, 'GPU': 25.0, 'CPU1': 23, 'CPU2': 12, 'CPU3': 79, 'CPU4': 9, 'CPU5': 9, 'CPU6': 24, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4939564}
{'time': 1689044214.262534, 'GPU': 19.7, 'CPU1': 21, 'CPU2': 11, 'CPU3': 80, 'CPU4': 3, 'CPU5': 15, 'CPU6': 27, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4940064}
{'time': 1689044215.287828, 'GPU': 24.8, 'CPU1': 16, 'CPU2': 20, 'CPU3': 80, 'CPU4': 3, 'CPU5': 8, 'CPU6': 27, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4940352}
{'time': 1689044216.279392, 'GPU': 82.2, 'CPU1': 18, 'CPU2': 15, 'CPU3': 77, 'CPU4': 5, 'CPU5': 8, 'CPU6': 30, 'Temp CPU': 52.5, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4939780}
{'time': 1689044217.300934, 'GPU': 61.1, 'CPU1': 18, 'CPU2': 21, 'CPU3': 77, 'CPU4': 3, 'CPU5': 9, 'CPU6': 31, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4940140}
{'time': 1689044218.309546, 'GPU': 5.7, 'CPU1': 20, 'CPU2': 16, 'CPU3': 81, 'CPU4': 3, 'CPU5': 10, 'CPU6': 28, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4941132}
{'time': 1689044219.295222, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 25, 'CPU3': 23, 'CPU4': 65, 'CPU5': 12, 'CPU6': 27, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4940196}
{'time': 1689044220.309346, 'GPU': 0.0, 'CPU1': 16, 'CPU2': 26, 'CPU3': 65, 'CPU4': 16, 'CPU5': 11, 'CPU6': 33, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4940444}
{'time': 1689044221.279533, 'GPU': 32.0, 'CPU1': 28, 'CPU2': 23, 'CPU3': 16, 'CPU4': 76, 'CPU5': 17, 'CPU6': 44, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4940764}
{'time': 1689044222.276249, 'GPU': 20.7, 'CPU1': 69, 'CPU2': 5, 'CPU3': 21, 'CPU4': 17, 'CPU5': 19, 'CPU6': 27, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4942276}
{'time': 1689044223.309766, 'GPU': 16.0, 'CPU1': 20, 'CPU2': 12, 'CPU3': 67, 'CPU4': 32, 'CPU5': 16, 'CPU6': 14, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4941764}
{'time': 1689044224.297963, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 10, 'CPU3': 25, 'CPU4': 28, 'CPU5': 75, 'CPU6': 16, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4940904}
{'time': 1689044225.279137, 'GPU': 29.3, 'CPU1': 12, 'CPU2': 8, 'CPU3': 74, 'CPU4': 31, 'CPU5': 9, 'CPU6': 21, 'Temp CPU': 53.5, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4941680}
{'time': 1689044226.300339, 'GPU': 36.3, 'CPU1': 9, 'CPU2': 11, 'CPU3': 21, 'CPU4': 30, 'CPU5': 68, 'CPU6': 19, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4943032}
{'time': 1689044227.318034, 'GPU': 0.0, 'CPU1': 17, 'CPU2': 21, 'CPU3': 8, 'CPU4': 25, 'CPU5': 83, 'CPU6': 5, 'Temp CPU': 53.5, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4944032}
{'time': 1689044228.300922, 'GPU': 29.6, 'CPU1': 25, 'CPU2': 71, 'CPU3': 7, 'CPU4': 27, 'CPU5': 24, 'CPU6': 10, 'Temp CPU': 53.5, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4943528}
{'time': 1689044229.319438, 'GPU': 52.7, 'CPU1': 10, 'CPU2': 79, 'CPU3': 21, 'CPU4': 36, 'CPU5': 9, 'CPU6': 11, 'Temp CPU': 54.0, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4944552}
{'time': 1689044230.324747, 'GPU': 0.0, 'CPU1': 19, 'CPU2': 78, 'CPU3': 34, 'CPU4': 16, 'CPU5': 10, 'CPU6': 11, 'Temp CPU': 54.0, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4943344}
{'time': 1689044231.291192, 'GPU': 0.0, 'CPU1': 28, 'CPU2': 62, 'CPU3': 27, 'CPU4': 11, 'CPU5': 18, 'CPU6': 27, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4944292}
{'time': 1689044232.306749, 'GPU': 85.9, 'CPU1': 12, 'CPU2': 79, 'CPU3': 9, 'CPU4': 9, 'CPU5': 20, 'CPU6': 32, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4945292}
{'time': 1689044233.287744, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 80, 'CPU3': 8, 'CPU4': 9, 'CPU5': 21, 'CPU6': 34, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4945552}
{'time': 1689044234.312057, 'GPU': 22.2, 'CPU1': 13, 'CPU2': 77, 'CPU3': 29, 'CPU4': 11, 'CPU5': 21, 'CPU6': 15, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4945268}
{'time': 1689044235.351071, 'GPU': 52.1, 'CPU1': 11, 'CPU2': 78, 'CPU3': 36, 'CPU4': 17, 'CPU5': 17, 'CPU6': 10, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4945436}
{'time': 1689044236.33516, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 40, 'CPU3': 58, 'CPU4': 35, 'CPU5': 11, 'CPU6': 10, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4944756}
{'time': 1689044237.31984, 'GPU': 28.2, 'CPU1': 20, 'CPU2': 19, 'CPU3': 73, 'CPU4': 33, 'CPU5': 14, 'CPU6': 11, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4944260}
{'time': 1689044238.341647, 'GPU': 35.0, 'CPU1': 17, 'CPU2': 22, 'CPU3': 77, 'CPU4': 32, 'CPU5': 7, 'CPU6': 11, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012852, 'RAM_Usage': 4945016}
{'time': 1689044239.309619, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 19, 'CPU3': 82, 'CPU4': 24, 'CPU5': 10, 'CPU6': 12, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4944504}
{'time': 1689044240.335347, 'GPU': 55.5, 'CPU1': 17, 'CPU2': 19, 'CPU3': 77, 'CPU4': 28, 'CPU5': 14, 'CPU6': 9, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4944584}
{'time': 1689044241.301412, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 17, 'CPU3': 81, 'CPU4': 25, 'CPU5': 14, 'CPU6': 15, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4945504}
{'time': 1689044242.312031, 'GPU': 80.5, 'CPU1': 16, 'CPU2': 11, 'CPU3': 34, 'CPU4': 72, 'CPU5': 17, 'CPU6': 7, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4945624}
{'time': 1689044243.317601, 'GPU': 0.0, 'CPU1': 24, 'CPU2': 17, 'CPU3': 25, 'CPU4': 80, 'CPU5': 7, 'CPU6': 11, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4945876}
{'time': 1689044244.313055, 'GPU': 94.8, 'CPU1': 19, 'CPU2': 24, 'CPU3': 30, 'CPU4': 77, 'CPU5': 12, 'CPU6': 7, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012852, 'RAM_Usage': 4945852}
{'time': 1689044245.337996, 'GPU': 0.0, 'CPU1': 10, 'CPU2': 24, 'CPU3': 24, 'CPU4': 80, 'CPU5': 7, 'CPU6': 10, 'Temp CPU': 54.5, 'Temp GPU': 54.0, 'RAM_Total': 7012852, 'RAM_Usage': 4946364}
{'time': 1689044246.331611, 'GPU': 66.0, 'CPU1': 26, 'CPU2': 12, 'CPU3': 34, 'CPU4': 72, 'CPU5': 12, 'CPU6': 13, 'Temp CPU': 54.5, 'Temp GPU': 54.0, 'RAM_Total': 7012852, 'RAM_Usage': 4945272}
{'time': 1689044247.322807, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 15, 'CPU3': 31, 'CPU4': 78, 'CPU5': 9, 'CPU6': 7, 'Temp CPU': 54.5, 'Temp GPU': 54.0, 'RAM_Total': 7012852, 'RAM_Usage': 4944764}
{'time': 1689044248.303867, 'GPU': 26.3, 'CPU1': 13, 'CPU2': 10, 'CPU3': 17, 'CPU4': 73, 'CPU5': 32, 'CPU6': 17, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012852, 'RAM_Usage': 4946108}
{'time': 1689044249.329578, 'GPU': 0.0, 'CPU1': 9, 'CPU2': 11, 'CPU3': 9, 'CPU4': 77, 'CPU5': 19, 'CPU6': 32, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012852, 'RAM_Usage': 4946612}
