{'time': 1689037191.688692, 'GPU': 0.0, 'CPU1': 14, 'CPU2': 13, 'CPU3': 14, 'CPU4': 15, 'CPU5': 13, 'CPU6': 15, 'Temp CPU': 50.0, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2568404}
{'time': 1689037204.687, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 25, 'CPU3': 12, 'CPU4': 8, 'CPU5': 13, 'CPU6': 100, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2720716}
{'time': 1689037205.67082, 'GPU': 0.0, 'CPU1': 26, 'CPU2': 16, 'CPU3': 24, 'CPU4': 68, 'CPU5': 5, 'CPU6': 38, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2728284}
{'time': 1689037206.692989, 'GPU': 0.0, 'CPU1': 32, 'CPU2': 35, 'CPU3': 20, 'CPU4': 79, 'CPU5': 16, 'CPU6': 18, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2744660}
{'time': 1689037207.667537, 'GPU': 0.0, 'CPU1': 20, 'CPU2': 24, 'CPU3': 16, 'CPU4': 92, 'CPU5': 15, 'CPU6': 12, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2755348}
{'time': 1689037208.702319, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 13, 'CPU3': 4, 'CPU4': 100, 'CPU5': 8, 'CPU6': 23, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2769648}
{'time': 1689037209.693294, 'GPU': 0.0, 'CPU1': 17, 'CPU2': 19, 'CPU3': 18, 'CPU4': 62, 'CPU5': 24, 'CPU6': 25, 'Temp CPU': 50.0, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2779664}
{'time': 1689037210.787521, 'GPU': 0.0, 'CPU1': 46, 'CPU2': 39, 'CPU3': 56, 'CPU4': 46, 'CPU5': 64, 'CPU6': 51, 'Temp CPU': 51.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2783544}
{'time': 1689037211.730812, 'GPU': 0.0, 'CPU1': 55, 'CPU2': 54, 'CPU3': 100, 'CPU4': 54, 'CPU5': 82, 'CPU6': 60, 'Temp CPU': 51.0, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2787852}
{'time': 1689037212.791921, 'GPU': 0.0, 'CPU1': 65, 'CPU2': 60, 'CPU3': 96, 'CPU4': 60, 'CPU5': 78, 'CPU6': 37, 'Temp CPU': 51.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2787288}
{'time': 1689037213.747855, 'GPU': 0.0, 'CPU1': 49, 'CPU2': 39, 'CPU3': 67, 'CPU4': 48, 'CPU5': 68, 'CPU6': 67, 'Temp CPU': 51.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2787756}
{'time': 1689037214.661692, 'GPU': 0.0, 'CPU1': 35, 'CPU2': 33, 'CPU3': 45, 'CPU4': 68, 'CPU5': 54, 'CPU6': 63, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2789596}
{'time': 1689037215.705777, 'GPU': 0.0, 'CPU1': 20, 'CPU2': 10, 'CPU3': 4, 'CPU4': 100, 'CPU5': 15, 'CPU6': 14, 'Temp CPU': 51.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2789928}
{'time': 1689037216.691996, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 19, 'CPU3': 9, 'CPU4': 100, 'CPU5': 15, 'CPU6': 24, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2791644}
{'time': 1689037217.672244, 'GPU': 0.0, 'CPU1': 20, 'CPU2': 18, 'CPU3': 7, 'CPU4': 100, 'CPU5': 13, 'CPU6': 18, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2791188}
{'time': 1689037218.708786, 'GPU': 0.0, 'CPU1': 10, 'CPU2': 19, 'CPU3': 3, 'CPU4': 100, 'CPU5': 14, 'CPU6': 9, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2792408}
{'time': 1689037219.677609, 'GPU': 0.0, 'CPU1': 24, 'CPU2': 23, 'CPU3': 9, 'CPU4': 100, 'CPU5': 19, 'CPU6': 10, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 2793116}
{'time': 1689037220.675252, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 17, 'CPU3': 5, 'CPU4': 100, 'CPU5': 12, 'CPU6': 12, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2794724}
{'time': 1689037221.687559, 'GPU': 0.0, 'CPU1': 6, 'CPU2': 13, 'CPU3': 3, 'CPU4': 100, 'CPU5': 14, 'CPU6': 14, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 2795068}
{'time': 1689037222.690904, 'GPU': 0.0, 'CPU1': 25, 'CPU2': 9, 'CPU3': 7, 'CPU4': 82, 'CPU5': 14, 'CPU6': 13, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3093344}
{'time': 1689037223.67871, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 9, 'CPU3': 87, 'CPU4': 2, 'CPU5': 13, 'CPU6': 15, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3118228}
{'time': 1689037224.678183, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 15, 'CPU3': 13, 'CPU4': 4, 'CPU5': 91, 'CPU6': 13, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 3118244}
{'time': 1689037225.714705, 'GPU': 15.2, 'CPU1': 22, 'CPU2': 15, 'CPU3': 8, 'CPU4': 2, 'CPU5': 100, 'CPU6': 4, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3119324}
{'time': 1689037226.684859, 'GPU': 0.0, 'CPU1': 18, 'CPU2': 16, 'CPU3': 21, 'CPU4': 83, 'CPU5': 13, 'CPU6': 13, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3138156}
{'time': 1689037227.694619, 'GPU': 0.0, 'CPU1': 19, 'CPU2': 13, 'CPU3': 7, 'CPU4': 96, 'CPU5': 4, 'CPU6': 5, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3223004}
{'time': 1689037228.69102, 'GPU': 14.4, 'CPU1': 14, 'CPU2': 14, 'CPU3': 9, 'CPU4': 94, 'CPU5': 11, 'CPU6': 4, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3310240}
{'time': 1689037229.688849, 'GPU': 0.0, 'CPU1': 14, 'CPU2': 74, 'CPU3': 27, 'CPU4': 12, 'CPU5': 8, 'CPU6': 5, 'Temp CPU': 50.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3419276}
{'time': 1689037230.726738, 'GPU': 24.0, 'CPU1': 8, 'CPU2': 3, 'CPU3': 19, 'CPU4': 10, 'CPU5': 29, 'CPU6': 69, 'Temp CPU': 50.5, 'Temp GPU': 48.0, 'RAM_Total': 7012852, 'RAM_Usage': 3512256}
{'time': 1689037231.688058, 'GPU': 14.7, 'CPU1': 18, 'CPU2': 15, 'CPU3': 41, 'CPU4': 19, 'CPU5': 61, 'CPU6': 26, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3607876}
{'time': 1689037232.698377, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 17, 'CPU3': 19, 'CPU4': 8, 'CPU5': 78, 'CPU6': 2, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3676460}
{'time': 1689037233.706713, 'GPU': 0.0, 'CPU1': 52, 'CPU2': 15, 'CPU3': 21, 'CPU4': 7, 'CPU5': 3, 'CPU6': 41, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3763684}
{'time': 1689037234.701821, 'GPU': 0.0, 'CPU1': 16, 'CPU2': 72, 'CPU3': 11, 'CPU4': 15, 'CPU5': 9, 'CPU6': 8, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3843864}
{'time': 1689037235.721996, 'GPU': 8.9, 'CPU1': 32, 'CPU2': 53, 'CPU3': 6, 'CPU4': 7, 'CPU5': 21, 'CPU6': 15, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3904280}
{'time': 1689037236.748572, 'GPU': 0.0, 'CPU1': 39, 'CPU2': 44, 'CPU3': 23, 'CPU4': 45, 'CPU5': 59, 'CPU6': 19, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3924956}
{'time': 1689037237.7545, 'GPU': 0.0, 'CPU1': 23, 'CPU2': 18, 'CPU3': 8, 'CPU4': 47, 'CPU5': 82, 'CPU6': 16, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 3980436}
{'time': 1689037238.707205, 'GPU': 14.8, 'CPU1': 16, 'CPU2': 12, 'CPU3': 19, 'CPU4': 92, 'CPU5': 25, 'CPU6': 22, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4006624}
{'time': 1689037239.701985, 'GPU': 31.0, 'CPU1': 15, 'CPU2': 5, 'CPU3': 59, 'CPU4': 32, 'CPU5': 13, 'CPU6': 16, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4051472}
{'time': 1689037240.694345, 'GPU': 0.0, 'CPU1': 15, 'CPU2': 50, 'CPU3': 24, 'CPU4': 4, 'CPU5': 20, 'CPU6': 10, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4136260}
{'time': 1689037241.708276, 'GPU': 22.7, 'CPU1': 9, 'CPU2': 87, 'CPU3': 4, 'CPU4': 6, 'CPU5': 14, 'CPU6': 14, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4237476}
{'time': 1689037242.715529, 'GPU': 0.0, 'CPU1': 14, 'CPU2': 71, 'CPU3': 7, 'CPU4': 19, 'CPU5': 9, 'CPU6': 7, 'Temp CPU': 50.5, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4325292}
{'time': 1689037243.719404, 'GPU': 4.2, 'CPU1': 10, 'CPU2': 37, 'CPU3': 26, 'CPU4': 62, 'CPU5': 7, 'CPU6': 7, 'Temp CPU': 51.0, 'Temp GPU': 48.5, 'RAM_Total': 7012852, 'RAM_Usage': 4718824}
{'time': 1689037244.74247, 'GPU': 99.7, 'CPU1': 51, 'CPU2': 49, 'CPU3': 4, 'CPU4': 13, 'CPU5': 12, 'CPU6': 17, 'Temp CPU': 51.0, 'Temp GPU': 49.0, 'RAM_Total': 7012852, 'RAM_Usage': 4880168}
{'time': 1689037245.734455, 'GPU': 34.7, 'CPU1': 19, 'CPU2': 25, 'CPU3': 10, 'CPU4': 5, 'CPU5': 70, 'CPU6': 20, 'Temp CPU': 51.5, 'Temp GPU': 49.0, 'RAM_Total': 7012852, 'RAM_Usage': 4883652}
{'time': 1689037246.737775, 'GPU': 85.2, 'CPU1': 12, 'CPU2': 28, 'CPU3': 12, 'CPU4': 6, 'CPU5': 26, 'CPU6': 66, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 4885604}
{'time': 1689037247.750858, 'GPU': 44.3, 'CPU1': 12, 'CPU2': 31, 'CPU3': 22, 'CPU4': 11, 'CPU5': 8, 'CPU6': 77, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 4882296}
{'time': 1689037248.731587, 'GPU': 0.0, 'CPU1': 7, 'CPU2': 28, 'CPU3': 12, 'CPU4': 13, 'CPU5': 9, 'CPU6': 80, 'Temp CPU': 51.5, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 4885924}
{'time': 1689037249.739216, 'GPU': 1.1, 'CPU1': 10, 'CPU2': 30, 'CPU3': 12, 'CPU4': 14, 'CPU5': 12, 'CPU6': 80, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4885588}
{'time': 1689037250.730495, 'GPU': 56.1, 'CPU1': 30, 'CPU2': 4, 'CPU3': 10, 'CPU4': 22, 'CPU5': 6, 'CPU6': 77, 'Temp CPU': 51.5, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4884476}
{'time': 1689037251.757998, 'GPU': 10.9, 'CPU1': 33, 'CPU2': 9, 'CPU3': 14, 'CPU4': 14, 'CPU5': 8, 'CPU6': 76, 'Temp CPU': 52.0, 'Temp GPU': 49.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884144}
{'time': 1689037252.730513, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 28, 'CPU3': 16, 'CPU4': 13, 'CPU5': 14, 'CPU6': 80, 'Temp CPU': 51.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884968}
{'time': 1689037253.756602, 'GPU': 74.1, 'CPU1': 9, 'CPU2': 36, 'CPU3': 17, 'CPU4': 12, 'CPU5': 10, 'CPU6': 76, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4884360}
{'time': 1689037254.739779, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 34, 'CPU3': 8, 'CPU4': 21, 'CPU5': 8, 'CPU6': 78, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012852, 'RAM_Usage': 4884540}
{'time': 1689037255.734622, 'GPU': 26.7, 'CPU1': 11, 'CPU2': 9, 'CPU3': 6, 'CPU4': 24, 'CPU5': 69, 'CPU6': 37, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884840}
{'time': 1689037256.732871, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 9, 'CPU3': 19, 'CPU4': 11, 'CPU5': 59, 'CPU6': 45, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884448}
{'time': 1689037257.738781, 'GPU': 88.5, 'CPU1': 7, 'CPU2': 5, 'CPU3': 13, 'CPU4': 20, 'CPU5': 74, 'CPU6': 31, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884264}
{'time': 1689037258.743831, 'GPU': 0.0, 'CPU1': 10, 'CPU2': 7, 'CPU3': 9, 'CPU4': 22, 'CPU5': 76, 'CPU6': 24, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884720}
{'time': 1689037259.749671, 'GPU': 14.2, 'CPU1': 8, 'CPU2': 9, 'CPU3': 19, 'CPU4': 13, 'CPU5': 78, 'CPU6': 28, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4884548}
{'time': 1689037260.743814, 'GPU': 31.2, 'CPU1': 18, 'CPU2': 12, 'CPU3': 26, 'CPU4': 12, 'CPU5': 83, 'CPU6': 23, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4885888}
{'time': 1689037261.743577, 'GPU': 14.0, 'CPU1': 11, 'CPU2': 8, 'CPU3': 17, 'CPU4': 75, 'CPU5': 14, 'CPU6': 26, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4885880}
{'time': 1689037262.749803, 'GPU': 29.1, 'CPU1': 7, 'CPU2': 9, 'CPU3': 24, 'CPU4': 83, 'CPU5': 21, 'CPU6': 14, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012852, 'RAM_Usage': 4886720}
{'time': 1689037263.765471, 'GPU': 0.0, 'CPU1': 9, 'CPU2': 8, 'CPU3': 26, 'CPU4': 78, 'CPU5': 10, 'CPU6': 21, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4887476}
{'time': 1689037264.746581, 'GPU': 32.3, 'CPU1': 11, 'CPU2': 10, 'CPU3': 30, 'CPU4': 77, 'CPU5': 14, 'CPU6': 14, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4888232}
{'time': 1689037265.758074, 'GPU': 52.8, 'CPU1': 9, 'CPU2': 8, 'CPU3': 24, 'CPU4': 81, 'CPU5': 13, 'CPU6': 17, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4888148}
{'time': 1689037266.765469, 'GPU': 0.0, 'CPU1': 9, 'CPU2': 7, 'CPU3': 27, 'CPU4': 79, 'CPU5': 20, 'CPU6': 10, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4887224}
{'time': 1689037267.754785, 'GPU': 11.4, 'CPU1': 11, 'CPU2': 11, 'CPU3': 27, 'CPU4': 78, 'CPU5': 10, 'CPU6': 27, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886748}
{'time': 1689037268.762739, 'GPU': 88.9, 'CPU1': 10, 'CPU2': 5, 'CPU3': 55, 'CPU4': 48, 'CPU5': 19, 'CPU6': 15, 'Temp CPU': 52.5, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886148}
{'time': 1689037269.754813, 'GPU': 30.5, 'CPU1': 11, 'CPU2': 9, 'CPU3': 80, 'CPU4': 21, 'CPU5': 13, 'CPU6': 22, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4885948}
{'time': 1689037270.743887, 'GPU': 0.0, 'CPU1': 7, 'CPU2': 8, 'CPU3': 78, 'CPU4': 24, 'CPU5': 20, 'CPU6': 10, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4885780}
{'time': 1689037271.754623, 'GPU': 7.4, 'CPU1': 8, 'CPU2': 8, 'CPU3': 72, 'CPU4': 30, 'CPU5': 9, 'CPU6': 23, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886164}
{'time': 1689037272.772034, 'GPU': 65.0, 'CPU1': 9, 'CPU2': 9, 'CPU3': 79, 'CPU4': 24, 'CPU5': 8, 'CPU6': 24, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886088}
{'time': 1689037273.747071, 'GPU': 27.0, 'CPU1': 9, 'CPU2': 8, 'CPU3': 82, 'CPU4': 21, 'CPU5': 15, 'CPU6': 19, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4886256}
{'time': 1689037274.758491, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 9, 'CPU3': 79, 'CPU4': 25, 'CPU5': 10, 'CPU6': 23, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4886088}
{'time': 1689037275.772212, 'GPU': 0.0, 'CPU1': 16, 'CPU2': 8, 'CPU3': 78, 'CPU4': 28, 'CPU5': 15, 'CPU6': 8, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4886844}
{'time': 1689037276.754445, 'GPU': 58.0, 'CPU1': 20, 'CPU2': 14, 'CPU3': 70, 'CPU4': 33, 'CPU5': 8, 'CPU6': 7, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4887508}
{'time': 1689037277.761466, 'GPU': 79.8, 'CPU1': 16, 'CPU2': 17, 'CPU3': 81, 'CPU4': 25, 'CPU5': 9, 'CPU6': 10, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4887944}
{'time': 1689037278.763608, 'GPU': 30.6, 'CPU1': 16, 'CPU2': 11, 'CPU3': 81, 'CPU4': 23, 'CPU5': 12, 'CPU6': 8, 'Temp CPU': 53.0, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4887524}
{'time': 1689037279.790643, 'GPU': 0.0, 'CPU1': 10, 'CPU2': 22, 'CPU3': 78, 'CPU4': 30, 'CPU5': 11, 'CPU6': 10, 'Temp CPU': 53.0, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4887088}
{'time': 1689037280.762649, 'GPU': 10.4, 'CPU1': 29, 'CPU2': 10, 'CPU3': 78, 'CPU4': 24, 'CPU5': 5, 'CPU6': 8, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4886760}
{'time': 1689037281.781591, 'GPU': 64.7, 'CPU1': 19, 'CPU2': 10, 'CPU3': 43, 'CPU4': 65, 'CPU5': 10, 'CPU6': 6, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012852, 'RAM_Usage': 4887096}
{'time': 1689037282.76505, 'GPU': 50.1, 'CPU1': 16, 'CPU2': 19, 'CPU3': 27, 'CPU4': 83, 'CPU5': 5, 'CPU6': 11, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886920}
{'time': 1689037283.772886, 'GPU': 30.4, 'CPU1': 21, 'CPU2': 13, 'CPU3': 21, 'CPU4': 80, 'CPU5': 12, 'CPU6': 9, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886668}
{'time': 1689037284.760148, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 19, 'CPU3': 27, 'CPU4': 79, 'CPU5': 6, 'CPU6': 8, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886512}
{'time': 1689037285.81694, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 22, 'CPU3': 23, 'CPU4': 78, 'CPU5': 9, 'CPU6': 10, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886408}
{'time': 1689037286.802608, 'GPU': 63.7, 'CPU1': 21, 'CPU2': 20, 'CPU3': 25, 'CPU4': 78, 'CPU5': 8, 'CPU6': 9, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4886668}
{'time': 1689037287.769136, 'GPU': 27.1, 'CPU1': 13, 'CPU2': 22, 'CPU3': 20, 'CPU4': 82, 'CPU5': 17, 'CPU6': 11, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012852, 'RAM_Usage': 4887088}
