{'time': 1689166547.587716, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 13, 'CPU3': 24, 'CPU4': 29, 'CPU5': 18, 'CPU6': 21, 'Temp CPU': 52.0, 'Temp GPU': 49.5, 'RAM_Total': 7012856, 'RAM_Usage': 2704216}
{'time': 1689166574.592981, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 11, 'CPU3': 15, 'CPU4': 12, 'CPU5': 1, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 2920860}
{'time': 1689166575.59939, 'GPU': 0.0, 'CPU1': 5, 'CPU2': 9, 'CPU3': 15, 'CPU4': 10, 'CPU5': 1, 'CPU6': 100, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 2921484}
{'time': 1689166576.594973, 'GPU': 0.0, 'CPU1': 20, 'CPU2': 16, 'CPU3': 26, 'CPU4': 4, 'CPU5': 7, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 2922868}
{'time': 1689166577.60556, 'GPU': 0.0, 'CPU1': 16, 'CPU2': 13, 'CPU3': 5, 'CPU4': 6, 'CPU5': 3, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 2925620}
{'time': 1689166578.595582, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 14, 'CPU3': 10, 'CPU4': 7, 'CPU5': 2, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3256748}
{'time': 1689166579.599034, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 9, 'CPU3': 17, 'CPU4': 8, 'CPU5': 2, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3255660}
{'time': 1689166580.60504, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 9, 'CPU3': 18, 'CPU4': 6, 'CPU5': 0, 'CPU6': 100, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3254856}
{'time': 1689166581.60098, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 8, 'CPU3': 9, 'CPU4': 15, 'CPU5': 5, 'CPU6': 96, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3257096}
{'time': 1689166582.612489, 'GPU': 17.2, 'CPU1': 12, 'CPU2': 5, 'CPU3': 21, 'CPU4': 5, 'CPU5': 0, 'CPU6': 98, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3362920}
{'time': 1689166583.622817, 'GPU': 14.0, 'CPU1': 11, 'CPU2': 8, 'CPU3': 17, 'CPU4': 7, 'CPU5': 3, 'CPU6': 96, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 3503392}
{'time': 1689166584.597931, 'GPU': 7.2, 'CPU1': 10, 'CPU2': 8, 'CPU3': 20, 'CPU4': 4, 'CPU5': 2, 'CPU6': 96, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3592956}
{'time': 1689166585.615434, 'GPU': 14.9, 'CPU1': 9, 'CPU2': 7, 'CPU3': 18, 'CPU4': 5, 'CPU5': 2, 'CPU6': 96, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 3717572}
{'time': 1689166586.621508, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 10, 'CPU3': 12, 'CPU4': 14, 'CPU5': 0, 'CPU6': 67, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 3766032}
{'time': 1689166587.623338, 'GPU': 11.9, 'CPU1': 13, 'CPU2': 9, 'CPU3': 12, 'CPU4': 14, 'CPU5': 4, 'CPU6': 98, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 3875272}
{'time': 1689166588.624152, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 6, 'CPU3': 16, 'CPU4': 11, 'CPU5': 0, 'CPU6': 94, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 3953384}
{'time': 1689166589.631776, 'GPU': 15.1, 'CPU1': 11, 'CPU2': 6, 'CPU3': 12, 'CPU4': 16, 'CPU5': 3, 'CPU6': 93, 'Temp CPU': 52.0, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 4038040}
{'time': 1689166590.636902, 'GPU': 22.5, 'CPU1': 14, 'CPU2': 7, 'CPU3': 6, 'CPU4': 20, 'CPU5': 66, 'CPU6': 23, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 4085472}
{'time': 1689166591.634815, 'GPU': 0.0, 'CPU1': 28, 'CPU2': 14, 'CPU3': 9, 'CPU4': 7, 'CPU5': 60, 'CPU6': 35, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 4125612}
{'time': 1689166592.63303, 'GPU': 14.8, 'CPU1': 14, 'CPU2': 9, 'CPU3': 13, 'CPU4': 5, 'CPU5': 11, 'CPU6': 94, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4208684}
{'time': 1689166593.614374, 'GPU': 15.3, 'CPU1': 23, 'CPU2': 13, 'CPU3': 82, 'CPU4': 6, 'CPU5': 5, 'CPU6': 14, 'Temp CPU': 52.0, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4264196}
{'time': 1689166594.632061, 'GPU': 23.0, 'CPU1': 11, 'CPU2': 4, 'CPU3': 14, 'CPU4': 18, 'CPU5': 87, 'CPU6': 4, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4332884}
{'time': 1689166595.635234, 'GPU': 0.0, 'CPU1': 13, 'CPU2': 7, 'CPU3': 8, 'CPU4': 17, 'CPU5': 89, 'CPU6': 3, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4403928}
{'time': 1689166596.67182, 'GPU': 14.8, 'CPU1': 15, 'CPU2': 6, 'CPU3': 10, 'CPU4': 44, 'CPU5': 28, 'CPU6': 44, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4811836}
{'time': 1689166597.659791, 'GPU': 99.6, 'CPU1': 41, 'CPU2': 30, 'CPU3': 41, 'CPU4': 16, 'CPU5': 23, 'CPU6': 22, 'Temp CPU': 52.5, 'Temp GPU': 50.0, 'RAM_Total': 7012856, 'RAM_Usage': 4952276}
{'time': 1689166598.651612, 'GPU': 58.9, 'CPU1': 10, 'CPU2': 7, 'CPU3': 26, 'CPU4': 20, 'CPU5': 3, 'CPU6': 77, 'Temp CPU': 52.5, 'Temp GPU': 50.5, 'RAM_Total': 7012856, 'RAM_Usage': 4968240}
{'time': 1689166599.648741, 'GPU': 29.8, 'CPU1': 12, 'CPU2': 10, 'CPU3': 25, 'CPU4': 22, 'CPU5': 8, 'CPU6': 80, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012856, 'RAM_Usage': 4970524}
{'time': 1689166600.650126, 'GPU': 8.4, 'CPU1': 15, 'CPU2': 13, 'CPU3': 33, 'CPU4': 6, 'CPU5': 2, 'CPU6': 75, 'Temp CPU': 53.0, 'Temp GPU': 51.0, 'RAM_Total': 7012856, 'RAM_Usage': 4970272}
{'time': 1689166601.64968, 'GPU': 0.0, 'CPU1': 7, 'CPU2': 10, 'CPU3': 26, 'CPU4': 18, 'CPU5': 6, 'CPU6': 82, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4970540}
{'time': 1689166602.643171, 'GPU': 71.3, 'CPU1': 11, 'CPU2': 10, 'CPU3': 72, 'CPU4': 35, 'CPU5': 11, 'CPU6': 15, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4971044}
{'time': 1689166603.661808, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 11, 'CPU3': 79, 'CPU4': 24, 'CPU5': 7, 'CPU6': 3, 'Temp CPU': 53.0, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4970792}
{'time': 1689166604.646061, 'GPU': 85.6, 'CPU1': 23, 'CPU2': 15, 'CPU3': 79, 'CPU4': 27, 'CPU5': 6, 'CPU6': 3, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4970288}
{'time': 1689166605.660769, 'GPU': 0.0, 'CPU1': 16, 'CPU2': 14, 'CPU3': 77, 'CPU4': 25, 'CPU5': 8, 'CPU6': 6, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4970540}
{'time': 1689166606.65163, 'GPU': 26.2, 'CPU1': 8, 'CPU2': 5, 'CPU3': 76, 'CPU4': 29, 'CPU5': 12, 'CPU6': 17, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4971296}
{'time': 1689166607.657519, 'GPU': 9.2, 'CPU1': 11, 'CPU2': 8, 'CPU3': 40, 'CPU4': 35, 'CPU5': 27, 'CPU6': 59, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4970772}
{'time': 1689166608.651644, 'GPU': 33.0, 'CPU1': 10, 'CPU2': 8, 'CPU3': 17, 'CPU4': 13, 'CPU5': 23, 'CPU6': 80, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4972552}
{'time': 1689166609.65723, 'GPU': 10.1, 'CPU1': 14, 'CPU2': 9, 'CPU3': 20, 'CPU4': 8, 'CPU5': 29, 'CPU6': 75, 'Temp CPU': 53.5, 'Temp GPU': 51.5, 'RAM_Total': 7012856, 'RAM_Usage': 4971040}
{'time': 1689166610.647634, 'GPU': 25.7, 'CPU1': 6, 'CPU2': 9, 'CPU3': 12, 'CPU4': 20, 'CPU5': 65, 'CPU6': 40, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4970788}
{'time': 1689166611.66072, 'GPU': 0.0, 'CPU1': 6, 'CPU2': 7, 'CPU3': 20, 'CPU4': 11, 'CPU5': 76, 'CPU6': 27, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4970796}
{'time': 1689166612.665932, 'GPU': 77.6, 'CPU1': 11, 'CPU2': 10, 'CPU3': 10, 'CPU4': 20, 'CPU5': 73, 'CPU6': 29, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973256}
{'time': 1689166613.662239, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 13, 'CPU3': 10, 'CPU4': 6, 'CPU5': 78, 'CPU6': 25, 'Temp CPU': 53.5, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974680}
{'time': 1689166614.658365, 'GPU': 26.3, 'CPU1': 8, 'CPU2': 8, 'CPU3': 20, 'CPU4': 3, 'CPU5': 76, 'CPU6': 31, 'Temp CPU': 54.0, 'Temp GPU': 52.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974428}
{'time': 1689166615.664758, 'GPU': 26.3, 'CPU1': 11, 'CPU2': 6, 'CPU3': 15, 'CPU4': 13, 'CPU5': 80, 'CPU6': 20, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973672}
{'time': 1689166616.671719, 'GPU': 0.0, 'CPU1': 12, 'CPU2': 11, 'CPU3': 67, 'CPU4': 18, 'CPU5': 6, 'CPU6': 31, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974932}
{'time': 1689166617.666117, 'GPU': 73.0, 'CPU1': 19, 'CPU2': 14, 'CPU3': 7, 'CPU4': 8, 'CPU5': 72, 'CPU6': 31, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974228}
{'time': 1689166618.66942, 'GPU': 28.4, 'CPU1': 15, 'CPU2': 14, 'CPU3': 9, 'CPU4': 7, 'CPU5': 80, 'CPU6': 21, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974428}
{'time': 1689166619.662449, 'GPU': 0.0, 'CPU1': 22, 'CPU2': 10, 'CPU3': 8, 'CPU4': 6, 'CPU5': 77, 'CPU6': 26, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974680}
{'time': 1689166620.673194, 'GPU': 76.8, 'CPU1': 24, 'CPU2': 12, 'CPU3': 5, 'CPU4': 15, 'CPU5': 77, 'CPU6': 30, 'Temp CPU': 54.0, 'Temp GPU': 53.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974540}
{'time': 1689166621.669865, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 16, 'CPU3': 13, 'CPU4': 14, 'CPU5': 79, 'CPU6': 24, 'Temp CPU': 54.0, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974648}
{'time': 1689166622.670553, 'GPU': 10.1, 'CPU1': 11, 'CPU2': 7, 'CPU3': 24, 'CPU4': 8, 'CPU5': 77, 'CPU6': 26, 'Temp CPU': 54.5, 'Temp GPU': 53.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973892}
{'time': 1689166623.674536, 'GPU': 44.8, 'CPU1': 9, 'CPU2': 8, 'CPU3': 12, 'CPU4': 19, 'CPU5': 80, 'CPU6': 26, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974144}
{'time': 1689166624.684747, 'GPU': 0.0, 'CPU1': 9, 'CPU2': 8, 'CPU3': 15, 'CPU4': 17, 'CPU5': 78, 'CPU6': 24, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974144}
{'time': 1689166625.668183, 'GPU': 57.8, 'CPU1': 12, 'CPU2': 10, 'CPU3': 17, 'CPU4': 9, 'CPU5': 51, 'CPU6': 51, 'Temp CPU': 54.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974448}
{'time': 1689166626.667853, 'GPU': 25.6, 'CPU1': 9, 'CPU2': 6, 'CPU3': 12, 'CPU4': 16, 'CPU5': 22, 'CPU6': 80, 'Temp CPU': 54.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974900}
{'time': 1689166627.687334, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 7, 'CPU3': 10, 'CPU4': 23, 'CPU5': 27, 'CPU6': 78, 'Temp CPU': 54.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974144}
{'time': 1689166628.675306, 'GPU': 38.5, 'CPU1': 9, 'CPU2': 6, 'CPU3': 20, 'CPU4': 10, 'CPU5': 25, 'CPU6': 77, 'Temp CPU': 55.0, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4973884}
{'time': 1689166629.671841, 'GPU': 25.4, 'CPU1': 9, 'CPU2': 10, 'CPU3': 19, 'CPU4': 10, 'CPU5': 23, 'CPU6': 81, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973884}
{'time': 1689166630.679552, 'GPU': 0.0, 'CPU1': 11, 'CPU2': 10, 'CPU3': 14, 'CPU4': 14, 'CPU5': 27, 'CPU6': 76, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974136}
{'time': 1689166631.665761, 'GPU': 11.0, 'CPU1': 10, 'CPU2': 9, 'CPU3': 13, 'CPU4': 16, 'CPU5': 28, 'CPU6': 77, 'Temp CPU': 55.0, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974656}
{'time': 1689166632.673071, 'GPU': 77.6, 'CPU1': 6, 'CPU2': 8, 'CPU3': 9, 'CPU4': 20, 'CPU5': 24, 'CPU6': 77, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974144}
{'time': 1689166633.683431, 'GPU': 28.0, 'CPU1': 7, 'CPU2': 6, 'CPU3': 18, 'CPU4': 12, 'CPU5': 23, 'CPU6': 81, 'Temp CPU': 55.0, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973640}
{'time': 1689166634.688055, 'GPU': 0.0, 'CPU1': 8, 'CPU2': 8, 'CPU3': 8, 'CPU4': 22, 'CPU5': 24, 'CPU6': 76, 'Temp CPU': 55.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973892}
{'time': 1689166635.688516, 'GPU': 51.2, 'CPU1': 14, 'CPU2': 18, 'CPU3': 9, 'CPU4': 6, 'CPU5': 34, 'CPU6': 71, 'Temp CPU': 55.5, 'Temp GPU': 53.5, 'RAM_Total': 7012856, 'RAM_Usage': 4975456}
{'time': 1689166636.684078, 'GPU': 26.4, 'CPU1': 12, 'CPU2': 15, 'CPU3': 12, 'CPU4': 6, 'CPU5': 20, 'CPU6': 81, 'Temp CPU': 55.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974648}
{'time': 1689166637.688355, 'GPU': 0.0, 'CPU1': 15, 'CPU2': 16, 'CPU3': 7, 'CPU4': 5, 'CPU5': 27, 'CPU6': 77, 'Temp CPU': 55.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974648}
{'time': 1689166638.689719, 'GPU': 12.0, 'CPU1': 10, 'CPU2': 19, 'CPU3': 8, 'CPU4': 9, 'CPU5': 26, 'CPU6': 77, 'Temp CPU': 55.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4973632}
{'time': 1689166639.682782, 'GPU': 91.7, 'CPU1': 19, 'CPU2': 25, 'CPU3': 10, 'CPU4': 6, 'CPU5': 25, 'CPU6': 78, 'Temp CPU': 55.5, 'Temp GPU': 54.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974388}
{'time': 1689166640.687416, 'GPU': 25.4, 'CPU1': 21, 'CPU2': 10, 'CPU3': 9, 'CPU4': 7, 'CPU5': 27, 'CPU6': 80, 'Temp CPU': 55.5, 'Temp GPU': 54.5, 'RAM_Total': 7012856, 'RAM_Usage': 4975144}
{'time': 1689166641.705659, 'GPU': 0.0, 'CPU1': 21, 'CPU2': 11, 'CPU3': 6, 'CPU4': 6, 'CPU5': 27, 'CPU6': 77, 'Temp CPU': 55.5, 'Temp GPU': 54.5, 'RAM_Total': 7012856, 'RAM_Usage': 4974388}
{'time': 1689166642.683308, 'GPU': 0.3, 'CPU1': 11, 'CPU2': 8, 'CPU3': 16, 'CPU4': 16, 'CPU5': 28, 'CPU6': 77, 'Temp CPU': 55.5, 'Temp GPU': 54.5, 'RAM_Total': 7012856, 'RAM_Usage': 4973884}
{'time': 1689166643.692143, 'GPU': 56.3, 'CPU1': 8, 'CPU2': 7, 'CPU3': 11, 'CPU4': 20, 'CPU5': 30, 'CPU6': 70, 'Temp CPU': 55.5, 'Temp GPU': 54.0, 'RAM_Total': 7012856, 'RAM_Usage': 4974892}
